Ticker,StartDate,EndDate,StartAdjClose,EndAdjClose,TotalReturn,AnnualizedReturn,AnnualizedVolatility,MaximumDrawdown,AverageDailyVolume,PositiveDayPct,SharpeStyleRatio_0pctRF
NVDA,2020-01-02 00:00:00,2025-12-31 00:00:00,5.957136154174805,186.06460571289062,30.233901810771133,0.7753132436696784,0.5318487823309753,-0.6633509261332002,409302338.92572945,0.544127405441274,1.4577700832023197
GOOGL,2020-01-02 00:00:00,2025-12-31 00:00:00,67.78893280029297,312.3923034667969,3.6083083264802003,0.2902266303489762,0.3247089094927014,-0.443200574057121,33614014.72148541,0.5447909754479098,0.893805565121088
AAPL,2020-01-02 00:00:00,2025-12-31 00:00:00,72.27155303955078,271.12200927734375,2.751434663773886,0.24670905020633804,0.3180948111783827,-0.33360517686285607,84537338.32891247,0.5315195753151958,0.7755833843765134
MSFT,2020-01-02 00:00:00,2025-12-31 00:00:00,151.5442657470703,480.5711669921875,2.171160351222184,0.21225388285708036,0.2954725854034728,-0.3714847417400641,27569409.549071617,0.5301924353019244,0.7183538959028773
META,2020-01-02 00:00:00,2025-12-31 00:00:00,207.95384216308594,658.9146118164062,2.1685618547007097,0.21208815636520595,0.43822467681836647,-0.7673609046952303,21876570.888594165,0.5202388852023888,0.4839712768003509
AMZN,2020-01-02 00:00:00,2025-12-31 00:00:00,94.90049743652344,230.82000732421875,1.4322317960304525,0.159786968781078,0.35702650361141386,-0.5614526325328263,64501594.827586204,0.5215660252156602,0.44754931962975353
SPY,2020-01-02 00:00:00,2025-12-31 00:00:00,296.1252136230469,678.3152465820312,1.2906365799890782,0.1482429550751614,0.20748182775515514,-0.33717264353564524,80128415.98143236,0.5514266755142667,0.7144864525200719
