Ticker,TotalReturn
NVDA,30.233901810771133
GOOGL,3.6083083264802003
AAPL,2.751434663773886
MSFT,2.171160351222184
META,2.1685618547007097
AMZN,1.4322317960304525
SPY,1.2906365799890782
