Ticker,TotalReturn,SPYTotalReturn,ExcessVsSPY
NVDA,30.233901810771133,1.2906365799890782,28.943265230782053
GOOGL,3.6083083264802003,1.2906365799890782,2.317671746491122
AAPL,2.751434663773886,1.2906365799890782,1.4607980837848076
MSFT,2.171160351222184,1.2906365799890782,0.880523771233106
META,2.1685618547007097,1.2906365799890782,0.8779252747116315
AMZN,1.4322317960304525,1.2906365799890782,0.14159521604137426
SPY,1.2906365799890782,1.2906365799890782,0.0
