Ticker,AnnualizedVolatility
NVDA,0.5318487823309753
META,0.43822467681836647
AMZN,0.35702650361141386
GOOGL,0.3247089094927014
AAPL,0.3180948111783827
MSFT,0.2954725854034728
SPY,0.20748182775515514
