Ticker,AnnualizedReturn,AnnualizedVolatility,SharpeStyleRatio_0pctRF
NVDA,0.7753132436696784,0.5318487823309753,1.4577700832023197
GOOGL,0.2902266303489762,0.3247089094927014,0.893805565121088
AAPL,0.24670905020633804,0.3180948111783827,0.7755833843765134
MSFT,0.21225388285708036,0.2954725854034728,0.7183538959028773
SPY,0.1482429550751614,0.20748182775515514,0.7144864525200719
META,0.21208815636520595,0.43822467681836647,0.4839712768003509
AMZN,0.159786968781078,0.35702650361141386,0.44754931962975353
