Ticker,BestDailyReturn,WorstDailyReturn
AAPL,0.1532885035937399,-0.12864699979073113
AMZN,0.13535901735711864,-0.140494377749234
GOOGL,0.10224357100764192,-0.11634152962831878
META,0.23282425481899205,-0.263900854437893
MSFT,0.14216910006202754,-0.14739052067731206
NVDA,0.24369636065414757,-0.18452100716585507
SPY,0.10501937798947614,-0.10942389082461024
