Ticker,Date,LatestAdjClose
AAPL,2025-12-31,271.12200927734375
AMZN,2025-12-31,230.82000732421875
GOOGL,2025-12-31,312.3923034667969
META,2025-12-31,658.9146118164062
MSFT,2025-12-31,480.5711669921875
NVDA,2025-12-31,186.06460571289062
SPY,2025-12-31,678.3152465820312
